Feature,TP,FP,TN,FN,p value
NOMO1,3,4,26,5,0.14612128311818728
ZNF644,3,2,28,5,0.052826820628678335
SLC38A3,3,3,27,5,0.0940050661412895
AC010168.1,2,11,19,6,0.6892823113735929
NDST1,4,5,25,4,0.07132797387965682
AC138305.1,7,21,9,1,0.6533315044250843
MS4A4E,6,2,28,2,0.000253990042265285
LRRC3B,3,9,21,5,0.6892823113735946
GBA3,6,5,25,2,0.0035015290932598536
AL590286.1,4,1,29,4,0.004295316988815445
AC073571.1,3,5,25,5,0.3269989799501434
LINC01697,3,5,25,5,0.3269989799501434
CNR1,3,3,27,5,0.0940050661412895
MEI1,4,1,29,4,0.004295316988815445
INTS4P1,5,9,21,3,0.11659122420133158
LMBR1,5,7,23,3,0.0806253672028167
TNKS1BP1,2,4,26,6,0.5870410235735337
ID3,2,4,26,6,0.5870410235735337
BCL2L1,2,5,25,6,0.6236050996112921
TTC3P1,2,3,27,6,0.27930717094803864
NCAM1,5,11,19,3,0.24312357898695747
CALD1,4,8,22,4,0.2319489168585348
AC073136.1,2,6,24,6,1.0
KCNMA1-AS1,1,12,18,7,0.2218606802148198
AC245047.5,2,3,27,6,0.27930717094803864
RBM44,5,8,22,3,0.0940763493944359
METTL1,1,4,26,7,1.0
BBOX1-AS1,8,2,28,0,9.20179687781809e-07
AP000229.1,2,4,26,6,0.5870410235735337
AC016205.1,6,21,9,2,1.0
AC104793.1,1,5,25,7,1.0
EPB41L5,5,3,27,3,0.004903146793689084
UBAC2,6,4,26,2,0.0016928238989559292
NLRP13,2,5,25,6,0.6236050996112921
ECHDC1,2,3,27,6,0.27930717094803864
MARK2,2,3,27,6,0.27930717094803864
PSENEN,0,5,25,8,0.5632164672412358
AL109615.3,4,1,29,4,0.004295316988815445
ADAM10,3,5,25,5,0.3269989799501434
PLEKHA6,6,11,19,2,0.10657578399513885
AC087386.1,2,4,26,6,0.5870410235735337
TEX10,2,5,25,6,0.6236050996112921
MYO15A,2,4,26,6,0.5870410235735337
AL591368.1,2,4,26,6,0.5870410235735337
SLC9A5,3,3,27,5,0.0940050661412895
CTSZ,2,4,26,6,0.5870410235735337
F5,4,2,28,4,0.011648575116067416
ARHGAP28,6,4,26,2,0.0016928238989559292
MAJIN,2,3,27,6,0.27930717094803864
AC019117.1,2,5,25,6,0.6236050996112921
ZNF208,4,7,23,4,0.19495871583158175
FARSA,1,5,25,7,1.0
CCDC88B,1,4,26,7,1.0
LINC02235,2,3,27,6,0.27930717094803864
GRIA2,6,9,21,2,0.03907735259477998
OGDH,3,2,28,5,0.052826820628678335
AC008676.2,1,8,22,7,0.6503169957679114
NOL4L,3,7,23,5,0.4112138249759355
S100A11P1,3,2,28,5,0.052826820628678335
AL049734.2,2,6,24,6,1.0
SLC28A3,2,6,24,6,1.0
OSBPL8,4,11,19,4,0.6869283894900606
AC004899.1,3,4,26,5,0.14612128311818728
SNORD18A,4,1,29,4,0.004295316988815445
LINC02166,3,5,25,5,0.3269989799501434
AP002759.1,0,9,21,8,0.15909563267997334
LINC01090,8,20,10,0,0.08212996323452751
RGS22,3,8,22,5,0.6670881907574223
AFF3,6,23,7,2,1.0
AL355613.1,1,4,26,7,1.0
LINC01010,4,6,24,4,0.1700531324020792
AKIRIN2,2,4,26,6,0.5870410235735337
ARHGEF10,6,6,24,2,0.006571861984825153
CASC8,6,11,19,2,0.10657578399513885
ANKRD30BP3,2,7,23,6,1.0
GUCY2F,4,6,24,4,0.1700531324020792
HIPK3,5,2,28,3,0.001997423824049215
CHRM2,2,9,21,6,1.0
HORMAD2,2,9,21,6,1.0
RIC3,2,6,24,6,1.0
DCDC1,6,19,11,2,0.6892823113735927
ZFHX4,8,10,20,0,0.0008947827283990269
MIR3147,1,4,26,7,1.0
DEFB4B,2,3,27,6,0.27930717094803864
AC003002.1,1,4,26,7,1.0
RUBCN,3,9,21,5,0.6892823113735946
AP000446.1,4,10,20,4,0.43317561044516156
TFDP2,8,16,14,0,0.016784936339515437
LINC02572,1,6,24,7,1.0
B4GALT4,3,2,28,5,0.052826820628678335
MZF1-AS1,0,5,25,8,0.5632164672412358
LSAMP,8,28,2,0,1.0
RNU6-439P,1,4,26,7,1.0
EYA4,8,19,11,0,0.07653159001406282
NDUFC1,4,1,29,4,0.004295316988815445
AL049874.3,2,5,25,6,0.6236050996112921
VSX2,4,4,26,4,0.04413040688382748
STEAP2-AS1,8,18,12,0,0.038517944689921244
PABPC5,1,4,26,7,1.0
LINC02476,6,12,18,2,0.11714353649837526
AC027097.2,6,5,25,2,0.0035015290932598536
NKIRAS1,3,7,23,5,0.4112138249759355
ADAM7,3,6,24,5,0.3630773851486934
CTDSP2,2,4,26,6,0.5870410235735337
HIVEP3,4,22,8,4,0.23194891685853486
AC013488.1,0,6,24,8,0.3090878663634098
MIR4518,2,3,27,6,0.27930717094803864
HTT,4,5,25,4,0.07132797387965682
AL583859.2,2,4,26,6,0.5870410235735337
AC093627.3,4,1,29,4,0.004295316988815445
SHQ1P1,2,3,27,6,0.27930717094803864
CEP57L1,3,2,28,5,0.052826820628678335
AC090502.1,7,16,14,1,0.11427351650062137
LINC01378,8,18,12,0,0.038517944689921244
ZNF232,3,3,27,5,0.0940050661412895
CHST10,2,3,27,6,0.27930717094803864
UQCRFS1,3,2,28,5,0.052826820628678335
SPATA7,3,3,27,5,0.0940050661412895
SFPQ,2,6,24,6,1.0
COMMD10,7,15,15,1,0.10557266544483201
URB2,5,2,28,3,0.001997423824049215
VPS13D,4,8,22,4,0.2319489168585348
PRKN,8,24,6,0,0.3090878663634093
AC245052.1,0,5,25,8,0.5632164672412358
AL161630.1,3,2,28,5,0.052826820628678335
MTMR9,1,4,26,7,1.0
FBXL7,4,10,20,4,0.43317561044516156
BRDT,4,5,25,4,0.07132797387965682
LINC01033,3,6,24,5,0.3630773851486934
ZNF28,7,2,28,1,2.1532204694094286e-05
AC004889.1,4,1,29,4,0.004295316988815445
AC002429.2,4,7,23,4,0.19495871583158175
IDS,1,8,22,7,0.6503169957679114
CHMP3,5,12,18,3,0.4257747483553941
HECTD4,4,9,21,4,0.40681168534958634
BUB1B,5,0,30,3,0.00011156667503416735
CHD5,1,7,23,7,0.6600304125521346
MYO5C,5,6,24,3,0.031134525117347517
DNM3,6,23,7,2,1.0
PIGK,4,6,24,4,0.1700531324020792
PLCL1,8,23,7,0,0.3074333832847769
AL096677.1,3,4,26,5,0.14612128311818728
DIAPH2,6,27,3,2,0.2793071709480385
SNRPFP3,2,7,23,6,1.0
LMCD1-AS1,7,14,16,1,0.0534311128538633
GAS2,7,13,17,1,0.045018625663786935
C21orf91-OT1,2,4,26,6,0.5870410235735337
ZFAND6,4,1,29,4,0.004295316988815445
AC025183.2,2,4,26,6,0.5870410235735337
HCLS1,1,6,24,7,1.0
JAM2,2,4,26,6,0.5870410235735337
DAB2,3,7,23,5,0.4112138249759355
TVP23A,3,4,26,5,0.14612128311818728
IGKV2D-23,3,4,26,5,0.14612128311818728
AC027779.1,2,4,26,6,0.5870410235735337
AC006206.2,5,4,26,3,0.010133448139040891
AC092958.1,2,9,21,6,1.0
C2orf48,3,2,28,5,0.052826820628678335
Z93403.1,6,19,11,2,0.6892823113735927
COL11A2,4,2,28,4,0.011648575116067416
TNS1,2,14,16,6,0.42620989110552854
TDO2,2,5,25,6,0.6236050996112921
FEZ2,2,5,25,6,0.6236050996112921
TMEM165,2,6,24,6,1.0
AL354861.2,1,5,25,7,1.0
ORAI2,3,3,27,5,0.0940050661412895
AC007656.1,6,7,23,2,0.011430410736313054
AC116609.2,1,4,26,7,1.0
TRIM58,2,6,24,6,1.0
BX322639.1,4,7,23,4,0.19495871583158175
HAND2-AS1,6,4,26,2,0.0016928238989559292
ARNTL2,1,7,23,7,0.6600304125521346
AC092978.1,0,9,21,8,0.15909563267997334
PRKCA-AS1,1,6,24,7,1.0
ASB3,5,14,16,3,0.6927954347309196
CPA5,3,6,24,5,0.3630773851486934
LNX1-AS2,0,5,25,8,0.5632164672412358
FAM160A1,6,13,17,2,0.23198858682729717
SYNPO2,4,5,25,4,0.07132797387965682
LUZP4,0,8,22,8,0.163813577975168
LINC01939,2,5,25,6,0.6236050996112921
AC005758.1,4,2,28,4,0.011648575116067416
VMA21,1,5,25,7,1.0
AC114947.1,1,4,26,7,1.0
LINC00894,5,13,17,3,0.43813901878418016
FLRT2,1,5,25,7,1.0
SETD1A,5,0,30,3,0.00011156667503416735
HIST1H3PS1,1,6,24,7,1.0
AC015911.6,2,4,26,6,0.5870410235735337
NRDC,3,4,26,5,0.14612128311818728
PRPF19,2,6,24,6,1.0
NEURL1B,3,2,28,5,0.052826820628678335
THEMIS,8,17,13,0,0.03354692953214874
MAMLD1,4,9,21,4,0.40681168534958634
GNAI2,2,6,24,6,1.0
WDR1,2,5,25,6,0.6236050996112921
TBL1X,6,10,20,2,0.049774932227743665
AC100767.2,1,4,26,7,1.0
SEMA3C,4,10,20,4,0.43317561044516156
CXADR,3,2,28,5,0.052826820628678335
TOR1AIP1,4,3,27,4,0.02451677683875827
GALNT7,4,1,29,4,0.004295316988815445
BTLA,2,6,24,6,1.0
STK24,5,6,24,3,0.031134525117347517
MIR99AHG,8,10,20,0,0.0008947827283990269
SCN1A,4,7,23,4,0.19495871583158175
LINC02303,4,2,28,4,0.011648575116067416
MIRLET7BHG,3,2,28,5,0.052826820628678335
RD3,1,6,24,7,1.0
SMAD3,4,3,27,4,0.02451677683875827
NPHS1,1,8,22,7,0.6503169957679114
CDPF1,4,1,29,4,0.004295316988815445
AMY2B,2,6,24,6,1.0
IFI44L,3,2,28,5,0.052826820628678335
AC246817.1,6,10,20,2,0.049774932227743665
STPG4,4,7,23,4,0.19495871583158175
WDR66,2,6,24,6,1.0
AC091078.1,6,12,18,2,0.11714353649837526
ZNRF2P2,5,6,24,3,0.031134525117347517
KRT8P21,3,2,28,5,0.052826820628678335
FER1L6,6,12,18,2,0.11714353649837526
DNLZ,3,2,28,5,0.052826820628678335
AC007537.1,2,3,27,6,0.27930717094803864
LINC01276,2,4,26,6,0.5870410235735337
RPN2,3,4,26,5,0.14612128311818728
MIR3150BHG,2,5,25,6,0.6236050996112921
AC112495.1,1,4,26,7,1.0
AC020637.1,6,14,16,2,0.23840849647301274
IP6K2,3,2,28,5,0.052826820628678335
AL353784.1,7,22,8,1,0.6503169957679109
DNMT3A,4,4,26,4,0.04413040688382748
PYROXD2,4,4,26,4,0.04413040688382748
CHEK2P3,2,7,23,6,1.0
RF00092,2,6,24,6,1.0
TIAM1,5,17,13,3,1.0
LINC00639,2,10,20,6,1.0
EAF1-AS1,4,2,28,4,0.011648575116067416
AC091939.1,3,4,26,5,0.14612128311818728
SPICE1,2,4,26,6,0.5870410235735337
PPFIA2,8,19,11,0,0.07653159001406282
AC004865.2,3,2,28,5,0.052826820628678335
NMNAT1P2,4,1,29,4,0.004295316988815445
PLXNA4,8,16,14,0,0.016784936339515437
PPP4R1,4,1,29,4,0.004295316988815445
SDCCAG8,6,15,15,2,0.2574832897413544
RAE1,3,2,28,5,0.052826820628678335
MATR3,3,5,25,5,0.3269989799501434
APBA2,3,4,26,5,0.14612128311818728
AC010601.1,8,14,16,0,0.011948431003659252
RAG1,4,4,26,4,0.04413040688382748
IFT81,4,4,26,4,0.04413040688382748
AC011294.1,4,6,24,4,0.1700531324020792
AC245140.1,2,3,27,6,0.27930717094803864
AC243965.1,3,2,28,5,0.052826820628678335
SMAP2,5,3,27,3,0.004903146793689084
LINC00922,6,13,17,2,0.23198858682729717
RABL2B,2,5,25,6,0.6236050996112921
PRKDC,4,10,20,4,0.43317561044516156
TGM3,4,4,26,4,0.04413040688382748
TAS2R16,0,5,25,8,0.5632164672412358
AKAP14,2,3,27,6,0.27930717094803864
HNRNPKP4,3,2,28,5,0.052826820628678335
ERGIC1,4,5,25,4,0.07132797387965682
ENG,6,2,28,2,0.000253990042265285
MYO3A,8,11,19,0,0.0030910676071966483
COQ3,4,2,28,4,0.011648575116067416
AKR1B15,1,4,26,7,1.0
ARMC4P1,1,4,26,7,1.0
LINC00893,1,6,24,7,1.0
PON1,6,7,23,2,0.011430410736313054
TMED3,2,3,27,6,0.27930717094803864
IFRD1,7,5,25,1,0.0004311962016945542
RBP1,3,2,28,5,0.052826820628678335
TMCO1,3,5,25,5,0.3269989799501434
HPCAL1,3,3,27,5,0.0940050661412895
LINC00924,4,3,27,4,0.02451677683875827
AP000534.2,3,8,22,5,0.6670881907574223
AP3S1,6,1,29,2,6.719356564557807e-05
CGGBP1,4,7,23,4,0.19495871583158175
PRR16,8,19,11,0,0.07653159001406282
AC073429.1,1,5,25,7,1.0
FAM157C,6,4,26,2,0.0016928238989559292
NCMAP,3,6,24,5,0.3630773851486934
ADARB2,8,22,8,0,0.16381357797516816
LINC02234,1,8,22,7,0.6503169957679114
ZNF736,2,4,26,6,0.5870410235735337
AC087286.2,2,5,25,6,0.6236050996112921
ZSCAN31,2,4,26,6,0.5870410235735337
RNF150,4,10,20,4,0.43317561044516156
AC112492.3,2,4,26,6,0.5870410235735337
AC104078.2,4,5,25,4,0.07132797387965682
ARIH1,2,6,24,6,1.0
AL365440.2,1,4,26,7,1.0
EDAR,4,5,25,4,0.07132797387965682
HNRNPM,4,4,26,4,0.04413040688382748
SLC26A8,6,2,28,2,0.000253990042265285
MIR3681HG,6,27,3,2,0.2793071709480385
CR383658.1,3,3,27,5,0.0940050661412895
AC024405.2,3,8,22,5,0.6670881907574223
AHDC1,4,3,27,4,0.02451677683875827
GSDMD,1,4,26,7,1.0
TACR1,5,5,25,3,0.01857407237912584
UMODL1,5,8,22,3,0.0940763493944359
AC011442.1,1,4,26,7,1.0
MORF4,1,4,26,7,1.0
AC016822.1,6,25,5,2,0.6236050996112918
XRRA1,2,5,25,6,0.6236050996112921
PRPF4B,2,4,26,6,0.5870410235735337
RFWD2P1,0,5,25,8,0.5632164672412358
SYNGR3,0,5,25,8,0.5632164672412358
AC004951.4,4,10,20,4,0.43317561044516156
METTL8,4,4,26,4,0.04413040688382748
KCNH7,6,17,13,2,0.439766591719054
PLD1,5,13,17,3,0.43813901878418016
AL445470.1,4,5,25,4,0.07132797387965682
PLA2G15,2,3,27,6,0.27930717094803864
SLA,1,6,24,7,1.0
ANKDD1A,3,4,26,5,0.14612128311818728
AL355140.1,2,5,25,6,0.6236050996112921
FANK1,3,8,22,5,0.6670881907574223
COX19,4,7,23,4,0.19495871583158175
SUPT5H,5,2,28,3,0.001997423824049215
AC113418.1,3,9,21,5,0.6892823113735946
LINC00656,3,2,28,5,0.052826820628678335
OR2X1P,3,2,28,5,0.052826820628678335
AC027288.3,4,12,18,4,0.6984460741576514
AC022558.2,6,9,21,2,0.03907735259477998
DCAF7,3,2,28,5,0.052826820628678335
SNTG1,8,26,4,0,0.5599810336652447
UBIAD1,4,4,26,4,0.04413040688382748
DLG1,2,8,22,6,1.0
AC116609.1,1,4,26,7,1.0
AL158090.1,2,4,26,6,0.5870410235735337
RPL37A,4,5,25,4,0.07132797387965682
IL7,5,9,21,3,0.11659122420133158
AP000959.1,0,8,22,8,0.163813577975168
SLC22A24,0,6,24,8,0.3090878663634098
AC116050.1,6,14,16,2,0.23840849647301274
GRM7-AS3,6,18,12,2,0.6836328988531148
TFB2M,3,2,28,5,0.052826820628678335
SIAE,5,0,30,3,0.00011156667503416735
GTF3C3,2,3,27,6,0.27930717094803864
AC079385.1,5,15,15,3,0.6968376000634076
LINC00632,5,5,25,3,0.01857407237912584
DIP2A,3,6,24,5,0.3630773851486934
USP7,3,4,26,5,0.14612128311818728
ZNF670-ZNF695,4,13,17,4,1.0
LINC01201,4,2,28,4,0.011648575116067416
CCDC68,4,1,29,4,0.004295316988815445
RPAP2,3,6,24,5,0.3630773851486934
ICK,2,7,23,6,1.0
DLEU7-AS1,1,6,24,7,1.0
CYTH3,6,1,29,2,6.719356564557807e-05
TRIM77,3,11,19,5,1.0
LINC02523,4,8,22,4,0.2319489168585348
SSX5,3,3,27,5,0.0940050661412895
CCDC144NL,3,10,20,5,1.0
TRDN,4,19,11,4,0.6869283894900602
TLK2,5,12,18,3,0.4257747483553941
AKT2,4,2,28,4,0.011648575116067416
FBXO15,1,6,24,7,1.0
AC024909.1,5,9,21,3,0.11659122420133158
POU2F3,3,7,23,5,0.4112138249759355
AP001825.1,2,8,22,6,1.0
SLC7A9,2,4,26,6,0.5870410235735337
PSG11,3,2,28,5,0.052826820628678335
F2RL3,0,6,24,8,0.3090878663634098
HMBOX1,6,4,26,2,0.0016928238989559292
SAPCD2P4,0,5,25,8,0.5632164672412358
CGB5,1,4,26,7,1.0
AC023442.1,0,6,24,8,0.3090878663634098
TET1,3,7,23,5,0.4112138249759355
AC116345.1,5,3,27,3,0.004903146793689084
MIR548S,5,0,30,3,0.00011156667503416735
RNLS,6,7,23,2,0.011430410736313054
RN7SL434P,2,3,27,6,0.27930717094803864
LINC00504,8,16,14,0,0.016784936339515437
LINC01093,1,6,24,7,1.0
ISY1,2,7,23,6,1.0
SGCE,4,4,26,4,0.04413040688382748
MAP3K4,7,6,24,1,0.0009035551080892134
EXD3,3,9,21,5,0.6892823113735946
GNA15,1,4,26,7,1.0
PCSK6,4,12,18,4,0.6984460741576514
SESTD1,4,11,19,4,0.6869283894900606
AC110772.1,3,4,26,5,0.14612128311818728
AC018709.1,3,7,23,5,0.4112138249759355
NDUFA11,5,2,28,3,0.001997423824049215
SEMA4A,4,4,26,4,0.04413040688382748
AC024560.3,3,3,27,5,0.0940050661412895
KIAA1328,6,10,20,2,0.049774932227743665
ZC3HAV1,3,3,27,5,0.0940050661412895
SEC16A,2,3,27,6,0.27930717094803864
CCSER2,2,12,18,6,0.6836328988531146
RPL35P3,3,2,28,5,0.052826820628678335
UBASH3A,4,2,28,4,0.011648575116067416
CPNE9,1,5,25,7,1.0
GCH1,1,6,24,7,1.0
AC073529.1,4,6,24,4,0.1700531324020792
WDR25,4,4,26,4,0.04413040688382748
MAP3K15,2,14,16,6,0.42620989110552854
CCNYL3,3,2,28,5,0.052826820628678335
SNAP47-AS1,3,2,28,5,0.052826820628678335
RNPC3,1,8,22,7,0.6503169957679114
AC092674.1,4,4,26,4,0.04413040688382748
PAX8-AS1,3,3,27,5,0.0940050661412895
USHBP1,4,3,27,4,0.02451677683875827
TIMD4,2,6,24,6,1.0
H2AFY,4,2,28,4,0.011648575116067416
AC006153.1,6,3,27,2,0.0007189057174076666
AC044810.3,3,9,21,5,0.6892823113735946
FAM208A,3,4,26,5,0.14612128311818728
ATP5MC2,2,5,25,6,0.6236050996112921
LINC01753,2,4,26,6,0.5870410235735337
RRN3P2,4,3,27,4,0.02451677683875827
OR2T3,2,6,24,6,1.0
AC118282.3,2,3,27,6,0.27930717094803864
BCAS3,6,16,14,2,0.4262098911055281
CACNG3,6,11,19,2,0.10657578399513885
KIAA1211,5,13,17,3,0.43813901878418016
CCDC36,5,1,29,3,0.0006186879251894765
HSPA8P17,3,3,27,5,0.0940050661412895
LINC01206,3,8,22,5,0.6670881907574223
RSPH9,3,5,25,5,0.3269989799501434
NFX1,1,6,24,7,1.0
PTPN13,6,14,16,2,0.23840849647301274
CD38,1,4,26,7,1.0
GRK3,5,7,23,3,0.0806253672028167
GRAMD1B,2,4,26,6,0.5870410235735337
PTDSS1,2,4,26,6,0.5870410235735337
MMP14,4,2,28,4,0.011648575116067416
CWF19L2,3,8,22,5,0.6670881907574223
USP3,3,5,25,5,0.3269989799501434
SLC5A4,0,5,25,8,0.5632164672412358
ATRNL1,8,22,8,0,0.16381357797516816
Z94721.2,3,5,25,5,0.3269989799501434
PTCHD1,2,6,24,6,1.0
SESN1,4,6,24,4,0.1700531324020792
IREB2,6,3,27,2,0.0007189057174076666
CDH12,8,28,2,0,1.0
AC068643.2,2,3,27,6,0.27930717094803864
ZDHHC19,1,4,26,7,1.0
HADHB,2,4,26,6,0.5870410235735337
POLR2F,3,3,27,5,0.0940050661412895
LRRC2,2,3,27,6,0.27930717094803864
PCDHA1,4,10,20,4,0.43317561044516156
PPP3R1,2,3,27,6,0.27930717094803864
GAD2,6,13,17,2,0.23198858682729717
C3P1,1,6,24,7,1.0
AL365295.1,8,18,12,0,0.038517944689921244
METTL2B,2,3,27,6,0.27930717094803864
MAPK8,6,4,26,2,0.0016928238989559292
PCNX2,6,14,16,2,0.23840849647301274
AL353997.2,3,2,28,5,0.052826820628678335
AC092666.1,2,5,25,6,0.6236050996112921
PRSS12,3,2,28,5,0.052826820628678335
EIF4B,3,5,25,5,0.3269989799501434
MROH8,4,10,20,4,0.43317561044516156
AL139220.2,4,1,29,4,0.004295316988815445
AC023469.1,4,6,24,4,0.1700531324020792
ADAM21,4,1,29,4,0.004295316988815445
RPS23P10,1,5,25,7,1.0
NCK1,4,1,29,4,0.004295316988815445
DYTN,4,7,23,4,0.19495871583158175
RN7SKP216,2,3,27,6,0.27930717094803864
ZNF185,2,6,24,6,1.0
AC018832.1,4,2,28,4,0.011648575116067416
CES1P1,2,3,27,6,0.27930717094803864
NAP1L1,4,4,26,4,0.04413040688382748
SLC20A1,3,2,28,5,0.052826820628678335
FES,3,2,28,5,0.052826820628678335
RPL32P3,2,3,27,6,0.27930717094803864
DEPDC1B,4,2,28,4,0.011648575116067416
AL596211.1,0,7,23,8,0.30743338328477654
RNU6-164P,4,1,29,4,0.004295316988815445
LINC01221,4,2,28,4,0.011648575116067416
AC008060.3,1,6,24,7,1.0
LINC00271,6,6,24,2,0.006571861984825153
MAP2K4,6,1,29,2,6.719356564557807e-05
ACVR1,2,4,26,6,0.5870410235735337
ZNF160,3,6,24,5,0.3630773851486934
TMEM202-AS1,0,7,23,8,0.30743338328477654
MAP6D1,3,2,28,5,0.052826820628678335
DGUOK-AS1,4,2,28,4,0.011648575116067416
SLC38A4,2,7,23,6,1.0
ALMS1,6,6,24,2,0.006571861984825153
ELMOD1,3,7,23,5,0.4112138249759355
CUL3,1,6,24,7,1.0
LINC01179,2,6,24,6,1.0
BCL7A,0,5,25,8,0.5632164672412358
CPB2-AS1,6,0,30,2,1.0142425003106176e-05
AL157378.1,1,5,25,7,1.0
CHRM5,3,2,28,5,0.052826820628678335
STX17,1,4,26,7,1.0
AC024559.1,2,4,26,6,0.5870410235735337
AP000317.2,7,12,18,1,0.042244590631687534
SI,5,16,14,3,0.708726321629548
ZNF701,3,4,26,5,0.14612128311818728
LINC00395,4,7,23,4,0.19495871583158175
EDARADD,6,7,23,2,0.011430410736313054
TRAF3IP1,2,3,27,6,0.27930717094803864
FPR1,4,3,27,4,0.02451677683875827
KIF14,3,5,25,5,0.3269989799501434
AC004052.1,6,17,13,2,0.439766591719054
TPBG,2,4,26,6,0.5870410235735337
OXNAD1,3,3,27,5,0.0940050661412895
AC113347.1,2,4,26,6,0.5870410235735337
MBD2,3,2,28,5,0.052826820628678335
AC010395.1,4,7,23,4,0.19495871583158175
MYO1E,4,11,19,4,0.6869283894900606
WNK4,3,2,28,5,0.052826820628678335
AC003092.1,2,5,25,6,0.6236050996112921
KIAA1468,2,3,27,6,0.27930717094803864
RUNX3,3,7,23,5,0.4112138249759355
TSPOAP1-AS1,3,4,26,5,0.14612128311818728
TPD52L1,4,3,27,4,0.02451677683875827
AC022140.1,1,10,20,7,0.39470580137712985
LHFPL4,3,3,27,5,0.0940050661412895
GAPDHP36,1,5,25,7,1.0
SMIM13,1,5,25,7,1.0
UPK2,3,2,28,5,0.052826820628678335
AL672207.1,3,2,28,5,0.052826820628678335
ZNF318,4,2,28,4,0.011648575116067416
LINC01460,4,2,28,4,0.011648575116067416
FIGLA,4,5,25,4,0.07132797387965682
RAP2A,1,5,25,7,1.0
STAG3L3,4,2,28,4,0.011648575116067416
SERPINB11,3,5,25,5,0.3269989799501434
ZDHHC13,2,5,25,6,0.6236050996112921
BMS1P22,4,4,26,4,0.04413040688382748
DENND2A,5,5,25,3,0.01857407237912584
SNCA,2,5,25,6,0.6236050996112921
AC128707.1,4,8,22,4,0.2319489168585348
AL359955.1,5,4,26,3,0.010133448139040891
RNU2-55P,1,4,26,7,1.0
ZRANB1,4,6,24,4,0.1700531324020792
SLC27A6,6,20,10,2,1.0
NNMT,4,4,26,4,0.04413040688382748
ADAMTSL1,6,13,17,2,0.23198858682729717
SYT9,7,8,22,1,0.003158056688467159
GACAT1,4,5,25,4,0.07132797387965682
TCF7L1,4,7,23,4,0.19495871583158175
RAVER1,2,4,26,6,0.5870410235735337
AL033527.3,4,3,27,4,0.02451677683875827
DSP,4,5,25,4,0.07132797387965682
CHST11,4,13,17,4,1.0
NIPA1,4,3,27,4,0.02451677683875827
FRG1-DT,5,8,22,3,0.0940763493944359
AC090155.2,0,8,22,8,0.163813577975168
AP003181.1,8,20,10,0,0.08212996323452751
WASHC2A,3,2,28,5,0.052826820628678335
AP003469.3,3,4,26,5,0.14612128311818728
ITGA6,4,2,28,4,0.011648575116067416
LINC01749,2,6,24,6,1.0
AC006517.1,1,4,26,7,1.0
AC111152.2,5,2,28,3,0.001997423824049215
IGHV3-30-2,2,5,25,6,0.6236050996112921
OR4A45P,3,4,26,5,0.14612128311818728
CES5A,3,6,24,5,0.3630773851486934
NXNL2,3,3,27,5,0.0940050661412895
AC140658.3,0,5,25,8,0.5632164672412358
ADARB2-AS1,6,2,28,2,0.000253990042265285
RN7SL314P,2,4,26,6,0.5870410235735337
AL390962.1,1,8,22,7,0.6503169957679114
AC084200.1,6,7,23,2,0.011430410736313054
AL138760.1,3,8,22,5,0.6670881907574223
RRAGB,3,4,26,5,0.14612128311818728
HAVCR2,3,3,27,5,0.0940050661412895
PER3,4,3,27,4,0.02451677683875827
CTNNA1,4,16,14,4,1.0
MIR520D,3,3,27,5,0.0940050661412895
PRB2,6,5,25,2,0.0035015290932598536
SCGB2B2,3,3,27,5,0.0940050661412895
TEKT3,1,5,25,7,1.0
LINC01428,8,8,22,0,0.0002631713907055973
CEP128,5,13,17,3,0.43813901878418016
LYPD6,5,11,19,3,0.24312357898695747
AC012355.1,6,14,16,2,0.23840849647301274
DOCK3,8,17,13,0,0.03354692953214874
KRT73-AS1,3,2,28,5,0.052826820628678335
LINC01830,6,21,9,2,1.0
ARHGAP10,4,12,18,4,0.6984460741576514
PGPEP1,2,6,24,6,1.0
ASAP2,5,7,23,3,0.0806253672028167
DHRS3,4,4,26,4,0.04413040688382748
SARDH,3,4,26,5,0.14612128311818728
SPINK1,3,2,28,5,0.052826820628678335
EN1,2,3,27,6,0.27930717094803864
AC008759.2,2,4,26,6,0.5870410235735337
PCDH9-AS1,4,11,19,4,0.6869283894900606
CYP24A1,4,5,25,4,0.07132797387965682
AL451062.1,3,2,28,5,0.052826820628678335
GUSBP12,0,9,21,8,0.15909563267997334
LINC02495,3,2,28,5,0.052826820628678335
ESPN,3,4,26,5,0.14612128311818728
SH3TC2,4,9,21,4,0.40681168534958634
KIAA1210,4,6,24,4,0.1700531324020792
C1D,0,10,20,8,0.08212996323452762
CASC17,3,2,28,5,0.052826820628678335
C2orf42,3,4,26,5,0.14612128311818728
ZNF560,3,8,22,5,0.6670881907574223
LRCH3,2,7,23,6,1.0
CSAG4,2,4,26,6,0.5870410235735337
FAM228B,3,3,27,5,0.0940050661412895
PRSS55,2,4,26,6,0.5870410235735337
DMBT1,4,7,23,4,0.19495871583158175
PRPF3,4,6,24,4,0.1700531324020792
AL357793.1,5,3,27,3,0.004903146793689084
STOX1,4,1,29,4,0.004295316988815445
CDH13,8,26,4,0,0.5599810336652447
AL355314.1,1,4,26,7,1.0
EME2,1,4,26,7,1.0
BLZF1,1,4,26,7,1.0
C16orf95,4,4,26,4,0.04413040688382748
AC073521.1,1,4,26,7,1.0
AC113137.1,6,13,17,2,0.23198858682729717
CEACAM7,0,7,23,8,0.30743338328477654
