Feature,TP,FP,TN,FN,p value
DOCK10,5,7,264,103,0.3343272898114607
DOCK1,2,8,263,106,0.7309933195891662
DOCK2,3,2,269,105,0.14233564278051095
DOCK3,25,13,258,83,4.791314573994868e-07
DOCK4,2,12,259,106,0.3660531545694633
DOCK7,4,2,269,104,0.05768394776160528
DOCK8,5,6,265,103,0.30600141611145787
DOCK9,4,2,269,104,0.05768394776160528
DOK2,0,3,268,108,0.5610594482397786
DONSON,11,1,270,97,6.260464537374444e-06
DOT1L,3,0,271,105,0.02267989493900613
DPAGT1,2,3,268,106,0.6259562380909157
DPF3,9,2,269,99,0.00030696064674121695
DPH3,1,4,267,107,1.0
DPP4,8,13,258,100,0.3255486647463888
DPP9,0,2,269,108,1.0
DPY19L2P3,3,1,270,105,0.07171913585768795
DPY19L3,3,4,267,105,0.4116721863176548
DPYSL2,3,2,269,105,0.14233564278051095
DPYS,1,2,269,107,1.0
DQX1,1,1,270,107,0.4892574444026434
DRAM1,0,2,269,108,1.0
DRC1,0,3,268,108,0.5610594482397786
DRD5,15,7,264,93,7.889953363101032e-05
DRG1,0,3,268,108,0.5610594482397786
DRP2,0,6,265,108,0.18922155945846286
DSC1,0,3,268,108,0.5610594482397786
DSC2,1,2,269,107,1.0
DSC3,1,6,265,107,0.6782738872366562
DSCAM,3,3,268,105,0.35852494949639074
DSCR10,0,3,268,108,0.5610594482397786
DSEL,2,1,270,106,0.19663040989578395
DSG1,1,1,270,107,0.4892574444026434
DSG3,4,5,266,104,0.2816321515064024
DSP,0,3,268,108,0.5610594482397786
DST,4,8,263,104,0.7478319903762891
DTHD1,0,2,269,108,1.0
DTNA,13,6,265,95,0.00024510079068839827
DTNB,0,3,268,108,0.5610594482397786
DTX3L,3,1,270,105,0.07171913585768795
DTX4,6,1,270,102,0.0025924724445127592
DTYMK,2,1,270,106,0.19663040989578395
DUOX1,2,1,270,106,0.19663040989578395
DUOX2,0,2,269,108,1.0
DUPD1,0,2,269,108,1.0
DUSP10,2,1,270,106,0.19663040989578395
DUSP11,1,2,269,107,1.0
DUSP21,2,1,270,106,0.19663040989578395
DUSP22,2,1,270,106,0.19663040989578395
DUSP5,2,1,270,106,0.19663040989578395
DUSP6,2,2,269,106,0.3215416839339265
DUSP8,2,3,268,106,0.6259562380909157
DUSP9,0,4,267,108,0.5812942963706285
DUT,5,1,270,103,0.008120222982843388
DYDC1,0,3,268,108,0.5610594482397786
DYM,2,7,264,106,1.0
DYNC1H1,2,1,270,106,0.19663040989578395
DYNC1I2,0,4,267,108,0.5812942963706285
DYNC1LI1,0,3,268,108,0.5610594482397786
DYNC1LI2,7,4,267,101,0.0148302603129465
DYNC2H1,1,3,268,107,1.0
DYNC2LI1,5,0,271,103,0.0017564854803826875
DYRK1A,6,3,268,102,0.018306907989979544
DYRK2,3,0,271,105,0.02267989493900613
DYRK4,0,2,269,108,1.0
DYSF,2,6,265,106,1.0
DZIP1,7,2,269,101,0.0027705533373707097
E2F1,3,2,269,105,0.14233564278051095
E2F6,2,1,270,106,0.19663040989578395
E2F7,5,1,270,103,0.008120222982843388
E2F8,2,2,269,106,0.3215416839339265
EAF1,6,3,268,102,0.018306907989979544
EAF2,3,3,268,105,0.35852494949639074
EBF1,6,4,267,102,0.03518694736929783
EBF2,3,2,269,105,0.14233564278051095
EBF3,1,2,269,107,1.0
EBPL,4,4,267,104,0.2317499857824026
ECE2,2,1,270,106,0.19663040989578395
ECM1,2,1,270,106,0.19663040989578395
ECSIT,2,1,270,106,0.19663040989578395
ECT2L,1,4,267,107,1.0
ECT2,1,2,269,107,1.0
EDARADD,1,2,269,107,1.0
EDA,1,2,269,107,1.0
EDC4,4,4,267,104,0.2317499857824026
EED,1,3,268,107,1.0
EFCAB14,7,2,269,101,0.0027705533373707097
EFCAB1,0,2,269,108,1.0
EFCAB4B,1,2,269,107,1.0
EFCAB6,2,4,267,106,1.0
EFHB,1,2,269,107,1.0
EFHC2,2,3,268,106,0.6259562380909157
EFNA3,4,0,271,104,0.006333481299458567
EFNB3,3,0,271,105,0.02267989493900613
EFR3A,1,6,265,107,0.6782738872366562
EFTUD1,1,2,269,107,1.0
EGFR,1,2,269,107,1.0
EGF,1,2,269,107,1.0
EGLN1,2,1,270,106,0.19663040989578395
EGLN3,0,2,269,108,1.0
EGR1,4,2,269,104,0.05768394776160528
EGR2,3,2,269,105,0.14233564278051095
EHBP1,2,1,270,106,0.19663040989578395
EHD3,2,1,270,106,0.19663040989578395
EHMT1,5,10,261,103,0.7708652043466108
EIF1,2,2,269,106,0.3215416839339265
EIF2AK1,2,1,270,106,0.19663040989578395
EIF2AK2,1,1,270,107,0.4892574444026434
EIF2AK3,0,5,266,108,0.3272795028353981
EIF2B1,2,1,270,106,0.19663040989578395
EIF2S1,1,1,270,107,0.4892574444026434
EIF2S2,0,2,269,108,1.0
EIF2S3,0,3,268,108,0.5610594482397786
EIF3A,2,1,270,106,0.19663040989578395
EIF3B,0,3,268,108,0.5610594482397786
EIF3I,2,1,270,106,0.19663040989578395
EIF3J,5,4,267,103,0.12595822597585074
EIF4EBP2,3,0,271,105,0.02267989493900613
EIF4G1,0,2,269,108,1.0
EIF4G3,4,3,268,104,0.10534307900551326
EIF5AL1,2,1,270,106,0.19663040989578395
ELAC1,0,2,269,108,1.0
ELAVL1,2,2,269,106,0.3215416839339265
ELAVL2,7,0,271,101,0.0001322822357880267
ELAVL3,2,7,264,106,1.0
ELAVL4,0,3,268,108,0.5610594482397786
ELFN2,4,3,268,104,0.10534307900551326
ELK1,2,1,270,106,0.19663040989578395
ELK3,6,1,270,102,0.0025924724445127592
ELL2,3,4,267,105,0.4116721863176548
ELMO1,4,1,270,104,0.024641464575757496
ELMSAN1,9,7,264,99,0.0203210874177357
ELOVL5,6,0,271,102,0.00048373797989167646
ELOVL6,4,1,270,104,0.024641464575757496
ELOVL7,1,4,267,107,1.0
ELSPBP1,1,2,269,107,1.0
EMC1,1,1,270,107,0.4892574444026434
EMC7,0,3,268,108,0.5610594482397786
EMD,0,2,269,108,1.0
EME1,1,1,270,107,0.4892574444026434
EML4,5,4,267,103,0.12595822597585074
EML5,1,2,269,107,1.0
EML6,2,6,265,106,1.0
EMP2,0,2,269,108,1.0
EMR1,0,2,269,108,1.0
EMX2,3,0,271,105,0.02267989493900613
EN1,1,2,269,107,1.0
ENAH,3,2,269,105,0.14233564278051095
ENDOV,2,5,266,106,1.0
ENGASE,0,3,268,108,0.5610594482397786
ENO4,6,0,271,102,0.00048373797989167646
ENOX2,1,2,269,107,1.0
ENPP4,0,4,267,108,0.5812942963706285
ENPP6,0,2,269,108,1.0
ENTPD3,1,2,269,107,1.0
ENTPD7,3,1,270,105,0.07171913585768795
EOGT,1,2,269,107,1.0
EOMES,0,3,268,108,0.5610594482397786
EP300,1,1,270,107,0.4892574444026434
EP400,1,1,270,107,0.4892574444026434
EPB41L1,0,3,268,108,0.5610594482397786
EPB41L4A,1,2,269,107,1.0
EPB41L5,2,1,270,106,0.19663040989578395
EPB41,1,2,269,107,1.0
EPC2,2,1,270,106,0.19663040989578395
EPG5,2,4,267,106,1.0
EPHA2,3,4,267,105,0.4116721863176548
EPHA3,1,2,269,107,1.0
EPHA6,0,2,269,108,1.0
EPHA7,5,6,265,103,0.30600141611145787
EPHB1,1,4,267,107,1.0
EPHB3,3,3,268,105,0.35852494949639074
EPHB4,0,3,268,108,0.5610594482397786
EPHB6,3,0,271,105,0.02267989493900613
EPHX2,0,4,267,108,0.5812942963706285
EPHX4,1,3,268,107,1.0
EPM2AIP1,3,6,265,105,0.7183043252302252
EPM2A,1,1,270,107,0.4892574444026434
EPN2,8,1,270,100,0.00024579257066958255
EPPK1,2,5,266,106,1.0
EPRS,0,3,268,108,0.5610594482397786
EPS8,1,2,269,107,1.0
EPT1,2,1,270,106,0.19663040989578395
ERBB2IP,0,2,269,108,1.0
ERBB2,3,8,263,105,1.0
ERBB3,1,3,268,107,1.0
ERBB4,2,5,266,106,1.0
ERCC4,1,5,266,107,0.678962439645028
ERCC6L,1,5,266,107,0.678962439645028
ERCC6,3,2,269,105,0.14233564278051095
ERF,2,3,268,106,0.6259562380909157
ERI2,1,2,269,107,1.0
ERLEC1,2,2,269,106,0.3215416839339265
ERMAP,0,2,269,108,1.0
ERMP1,1,5,266,107,0.678962439645028
ERO1LB,2,1,270,106,0.19663040989578395
ERO1L,4,0,271,104,0.006333481299458567
ERP44,0,3,268,108,0.5610594482397786
ERVFRD-1,1,2,269,107,1.0
ERVH48-1,2,1,270,106,0.19663040989578395
ERVK13-1,0,2,269,108,1.0
ERVMER34-1,1,5,266,107,0.678962439645028
ERVV-1,0,3,268,108,0.5610594482397786
ESCO1,1,2,269,107,1.0
ESF1,4,0,271,104,0.006333481299458567
ESRP1,14,9,262,94,0.0011757305545548801
ESRRG,3,1,270,105,0.07171913585768795
ESX1,0,2,269,108,1.0
ESYT2,2,1,270,106,0.19663040989578395
ETAA1,1,2,269,107,1.0
ETFB,1,1,270,107,0.4892574444026434
ETNK1,2,1,270,106,0.19663040989578395
ETS1,2,1,270,106,0.19663040989578395
ETV6,1,2,269,107,1.0
EVA1C,0,3,268,108,0.5610594482397786
EVC2,3,1,270,105,0.07171913585768795
EVI5,2,1,270,106,0.19663040989578395
EXD2,1,2,269,107,1.0
EXOC1,1,2,269,107,1.0
EXOC6B,0,3,268,108,0.5610594482397786
EXOC6,2,3,268,106,0.6259562380909157
EXOC7,1,2,269,107,1.0
EXOSC7,1,2,269,107,1.0
EXOSC9,1,1,270,107,0.4892574444026434
EXT2,1,2,269,107,1.0
EYA1,3,3,268,105,0.35852494949639074
EYS,6,7,264,102,0.20744398915188117
EZH1,1,1,270,107,0.4892574444026434
EZH2,0,3,268,108,0.5610594482397786
F10,0,3,268,108,0.5610594482397786
F12,2,2,269,106,0.3215416839339265
F13A1,5,5,266,103,0.15599213315520732
F13B,2,1,270,106,0.19663040989578395
F7,1,1,270,107,0.4892574444026434
F8,0,3,268,108,0.5610594482397786
F9,0,4,267,108,0.5812942963706285
FAAH2,1,1,270,107,0.4892574444026434
FAHD2A,6,2,269,102,0.007949338221575309
FAHD2B,4,4,267,104,0.2317499857824026
FAM101A,0,3,268,108,0.5610594482397786
FAM105B,1,2,269,107,1.0
FAM110B,1,2,269,107,1.0
FAM120A,5,6,265,103,0.30600141611145787
FAM120C,1,2,269,107,1.0
FAM122A,0,2,269,108,1.0
FAM122B,1,2,269,107,1.0
FAM122C,2,1,270,106,0.19663040989578395
FAM126B,5,1,270,103,0.008120222982843388
FAM127A,1,2,269,107,1.0
FAM133A,4,1,270,104,0.024641464575757496
FAM135A,1,2,269,107,1.0
FAM136A,2,1,270,106,0.19663040989578395
FAM13A,0,3,268,108,0.5610594482397786
FAM13B,1,6,265,107,0.6782738872366562
FAM155A,2,1,270,106,0.19663040989578395
FAM155B,0,3,268,108,0.5610594482397786
FAM160B1,2,6,265,106,1.0
FAM161A,0,2,269,108,1.0
FAM161B,1,1,270,107,0.4892574444026434
FAM168B,2,1,270,106,0.19663040989578395
FAM170B,0,3,268,108,0.5610594482397786
FAM174B,0,3,268,108,0.5610594482397786
FAM175B,1,2,269,107,1.0
FAM178A,4,0,271,104,0.006333481299458567
FAM179A,1,2,269,107,1.0
FAM179B,2,5,266,106,1.0
FAM186A,3,0,271,105,0.02267989493900613
FAM189B,3,0,271,105,0.02267989493900613
FAM194B,1,2,269,107,1.0
FAM196A,4,2,269,104,0.05768394776160528
FAM196B,1,1,270,107,0.4892574444026434
FAM19A1,3,3,268,105,0.35852494949639074
FAM19A2,7,3,268,101,0.007053548403764879
FAM19A5,4,3,268,104,0.10534307900551326
FAM200B,1,1,270,107,0.4892574444026434
FAM205B,0,3,268,108,0.5610594482397786
FAM208A,0,4,267,108,0.5812942963706285
FAM213A,1,2,269,107,1.0
FAM214B,2,7,264,106,1.0
FAM217A,0,2,269,108,1.0
FAM21C,2,2,269,106,0.3215416839339265
FAM221A,1,1,270,107,0.4892574444026434
FAM221B,1,1,270,107,0.4892574444026434
FAM222A,9,4,267,99,0.002303556901180834
FAM222B,2,1,270,106,0.19663040989578395
FAM227B,4,7,264,104,0.516504611148243
FAM3B,1,2,269,107,1.0
FAM3D,1,1,270,107,0.4892574444026434
FAM46A,14,7,264,94,0.00020757094498485983
FAM46C,2,1,270,106,0.19663040989578395
FAM46D,3,6,265,105,0.7183043252302252
FAM47B,1,6,265,107,0.6782738872366562
FAM49A,1,4,267,107,1.0
FAM63B,2,1,270,106,0.19663040989578395
FAM65B,0,3,268,108,0.5610594482397786
FAM69A,1,7,264,107,0.4487989896028073
FAM69B,2,1,270,106,0.19663040989578395
FAM71E1,0,3,268,108,0.5610594482397786
FAM72B,0,4,267,108,0.5812942963706285
FAM78A,1,1,270,107,0.4892574444026434
FAM83D,0,2,269,108,1.0
FAM91A1,2,1,270,106,0.19663040989578395
FAM96A,1,2,269,107,1.0
FAM98A,1,4,267,107,1.0
FAM98C,1,2,269,107,1.0
FAM9A,1,2,269,107,1.0
FAM9B,0,2,269,108,1.0
FANCB,1,1,270,107,0.4892574444026434
FANCC,0,2,269,108,1.0
FANCD2OS,1,1,270,107,0.4892574444026434
FANCI,1,2,269,107,1.0
FANCM,5,1,270,103,0.008120222982843388
FAP,3,4,267,105,0.4116721863176548
FAR1,1,1,270,107,0.4892574444026434
FARP1,1,3,268,107,1.0
FARP2,2,5,266,106,1.0
FASN,5,2,269,103,0.02193959932865965
FASTKD1,1,4,267,107,1.0
FASTKD2,2,1,270,106,0.19663040989578395
FAS,1,2,269,107,1.0
FAT1,15,17,254,93,0.02319361968601326
FAT2,3,9,262,105,1.0
FAT3,1,9,262,107,0.29322301420399854
FAT4,3,4,267,105,0.4116721863176548
FBLN5,0,3,268,108,0.5610594482397786
FBLN7,1,2,269,107,1.0
FBN1,2,4,267,106,1.0
FBN2,13,8,263,95,0.0017490234324459796
FBP2,1,3,268,107,1.0
FBXL16,0,2,269,108,1.0
FBXL21,1,4,267,107,1.0
FBXL3,7,9,262,101,0.16870180933010764
FBXL4,0,5,266,108,0.3272795028353981
FBXO10,0,3,268,108,0.5610594482397786
FBXO21,3,0,271,105,0.02267989493900613
FBXO22,1,2,269,107,1.0
FBXO24,2,1,270,106,0.19663040989578395
FBXO30,2,1,270,106,0.19663040989578395
FBXO3,0,2,269,108,1.0
FBXO46,5,2,269,103,0.02193959932865965
FBXO48,8,1,270,100,0.00024579257066958255
FBXO9,0,5,266,108,0.3272795028353981
FBXW10,0,2,269,108,1.0
FBXW11,2,2,269,106,0.3215416839339265
FBXW7,8,35,236,100,0.1522355407955273
FCAR,2,1,270,106,0.19663040989578395
FCGBP,2,7,264,106,1.0
FCGR1B,0,4,267,108,0.5812942963706285
FCHO2,3,2,269,105,0.14233564278051095
FCHSD1,3,2,269,105,0.14233564278051095
FCN1,0,4,267,108,0.5812942963706285
FCRL3,6,5,266,102,0.08316240260048864
FCRLB,1,2,269,107,1.0
FECH,2,3,268,106,0.6259562380909157
FER1L5,0,2,269,108,1.0
FER1L6,0,2,269,108,1.0
FER,2,1,270,106,0.19663040989578395
FETUB,3,0,271,105,0.02267989493900613
FEZ1,0,3,268,108,0.5610594482397786
FGA,1,1,270,107,0.4892574444026434
FGD4,1,2,269,107,1.0
FGD6,1,5,266,107,0.678962439645028
FGF7,1,2,269,107,1.0
FGFR1OP,1,2,269,107,1.0
FGFR2,17,17,254,91,0.0052719687458227
FHAD1,1,2,269,107,1.0
FHDC1,1,2,269,107,1.0
FHOD3,2,4,267,106,1.0
FIBIN,1,2,269,107,1.0
FIG4,1,1,270,107,0.4892574444026434
FIGF,1,1,270,107,0.4892574444026434
FIGNL1,0,3,268,108,0.5610594482397786
FILIP1L,1,2,269,107,1.0
FILIP1,1,4,267,107,1.0
FKBP10,2,2,269,106,0.3215416839339265
FKBP15,2,5,266,106,1.0
FLG2,1,4,267,107,1.0
FLG,2,1,270,106,0.19663040989578395
FLNA,2,4,267,106,1.0
FLNB,3,4,267,105,0.4116721863176548
FLRT2,2,1,270,106,0.19663040989578395
FLRT3,4,2,269,104,0.05768394776160528
FLT1,0,2,269,108,1.0
FLT3LG,2,1,270,106,0.19663040989578395
FLT3,2,3,268,106,0.6259562380909157
FMN2,0,2,269,108,1.0
FMO2,3,0,271,105,0.02267989493900613
FMO3,1,1,270,107,0.4892574444026434
FMO4,0,2,269,108,1.0
FMO5,0,3,268,108,0.5610594482397786
FMR1,7,3,268,101,0.007053548403764879
FN3K,1,2,269,107,1.0
FNDC1,1,2,269,107,1.0
FNDC3A,1,3,268,107,1.0
FNDC3B,6,3,268,102,0.018306907989979544
FNDC4,1,1,270,107,0.4892574444026434
FNIP1,2,4,267,106,1.0
FOXD3,0,2,269,108,1.0
FOXD4,2,1,270,106,0.19663040989578395
FOXE1,1,2,269,107,1.0
FOXG1,0,2,269,108,1.0
FOXI3,0,2,269,108,1.0
FOXJ2,4,0,271,104,0.006333481299458567
FOXJ3,10,9,262,98,0.032937399768544186
FOXK1,4,1,270,104,0.024641464575757496
FOXL1,3,1,270,105,0.07171913585768795
FOXN2,5,4,267,103,0.12595822597585074
FOXN3,1,2,269,107,1.0
FOXN4,1,2,269,107,1.0
FOXO1,1,2,269,107,1.0
FOXO4,5,4,267,103,0.12595822597585074
FOXP1,13,7,264,95,0.0005308296485969732
FOXP2,8,2,269,100,0.0009349840232013532
FOXP4,3,3,268,105,0.35852494949639074
FOXS1,1,1,270,107,0.4892574444026434
FPR2,0,2,269,108,1.0
FPR3,0,3,268,108,0.5610594482397786
FREM1,0,2,269,108,1.0
FREM2,3,3,268,105,0.35852494949639074
FRG2B,0,3,268,108,0.5610594482397786
FRMD3,1,2,269,107,1.0
FRMD5,1,2,269,107,1.0
FRMPD2,2,3,268,106,0.6259562380909157
FRMPD4,1,5,266,107,0.678962439645028
FRYL,7,1,270,101,0.0008068505188256991
FRY,0,8,263,108,0.11157723011894452
FSHR,0,2,269,108,1.0
FSIP2,5,3,268,103,0.04525670117381173
FSTL1,1,2,269,107,1.0
FSTL5,2,1,270,106,0.19663040989578395
FTMT,1,2,269,107,1.0
FUBP1,2,7,264,106,1.0
FUBP3,3,3,268,105,0.35852494949639074
FUS,1,2,269,107,1.0
FUT8,4,4,267,104,0.2317499857824026
FUT9,4,3,268,104,0.10534307900551326
FXR1,6,1,270,102,0.0025924724445127592
FYB,0,3,268,108,0.5610594482397786
FYCO1,0,3,268,108,0.5610594482397786
FYN,3,0,271,105,0.02267989493900613
FYTTD1,3,4,267,105,0.4116721863176548
FZD5,3,0,271,105,0.02267989493900613
FZD6,0,3,268,108,0.5610594482397786
FZD7,2,4,267,106,1.0
G2E3,2,3,268,106,0.6259562380909157
G3BP1,11,3,268,97,0.00010920078459459163
GAB1,4,0,271,104,0.006333481299458567
GABBR2,4,5,266,104,0.2816321515064024
GABPB1,0,3,268,108,0.5610594482397786
GABRA1,1,4,267,107,1.0
GABRA4,1,6,265,107,0.6782738872366562
GABRA5,1,2,269,107,1.0
GABRA6,1,3,268,107,1.0
GABRB3,5,4,267,103,0.12595822597585074
GABRG1,2,1,270,106,0.19663040989578395
GABRG2,1,3,268,107,1.0
GABRP,0,2,269,108,1.0
GABRR3,0,2,269,108,1.0
GAD1,0,2,269,108,1.0
GAD2,1,2,269,107,1.0
GAGE1,1,1,270,107,0.4892574444026434
GAK,2,1,270,106,0.19663040989578395
GAL3ST1,1,2,269,107,1.0
GALC,3,3,268,105,0.35852494949639074
GALK2,0,2,269,108,1.0
GALNT11,1,2,269,107,1.0
GALNT13,0,2,269,108,1.0
GALNT14,0,2,269,108,1.0
GALNT15,2,2,269,106,0.3215416839339265
GALNT2,0,3,268,108,0.5610594482397786
GALNT7,1,4,267,107,1.0
GALNT8,0,3,268,108,0.5610594482397786
GALNTL6,0,2,269,108,1.0
GANAB,2,1,270,106,0.19663040989578395
GAN,1,2,269,107,1.0
GAPDHS,1,3,268,107,1.0
GAPVD1,4,2,269,104,0.05768394776160528
GAS2L2,3,2,269,105,0.14233564278051095
GAS7,3,6,265,105,0.7183043252302252
GATA6,4,2,269,104,0.05768394776160528
GATM,0,2,269,108,1.0
GBE1,3,8,263,105,1.0
GBF1,0,3,268,108,0.5610594482397786
GBX1,1,2,269,107,1.0
GCDH,1,1,270,107,0.4892574444026434
GCN1L1,1,2,269,107,1.0
GCNT2,5,1,270,103,0.008120222982843388
GCNT7,0,3,268,108,0.5610594482397786
GDNF,2,3,268,106,0.6259562380909157
GEMIN5,1,1,270,107,0.4892574444026434
GEM,0,2,269,108,1.0
GEN1,0,5,266,108,0.3272795028353981
GFM1,2,1,270,106,0.19663040989578395
GFM2,0,2,269,108,1.0
GFRA2,7,4,267,101,0.0148302603129465
GFRAL,0,3,268,108,0.5610594482397786
GGCX,2,2,269,106,0.3215416839339265
GGPS1,4,2,269,104,0.05768394776160528
GGTLC1,0,3,268,108,0.5610594482397786
GH1,0,2,269,108,1.0
GID8,1,1,270,107,0.4892574444026434
GIGYF1,4,1,270,104,0.024641464575757496
GIGYF2,0,3,268,108,0.5610594482397786
GIMAP7,0,5,266,108,0.3272795028353981
GIN1,0,4,267,108,0.5812942963706285
GIPC2,2,1,270,106,0.19663040989578395
GJA10,0,4,267,108,0.5812942963706285
GJA1,1,2,269,107,1.0
GJA8,2,1,270,106,0.19663040989578395
GJA9,2,5,266,106,1.0
GK2,1,5,266,107,0.678962439645028
GKN2,0,3,268,108,0.5610594482397786
GK,0,3,268,108,0.5610594482397786
GLCCI1,2,1,270,106,0.19663040989578395
GLI1,3,2,269,105,0.14233564278051095
GLI2,2,3,268,106,0.6259562380909157
GLI3,2,7,264,106,1.0
GLRA2,4,3,268,104,0.10534307900551326
GLRA3,0,2,269,108,1.0
GLRA4,1,1,270,107,0.4892574444026434
GLRX2,1,2,269,107,1.0
GLRX3,0,3,268,108,0.5610594482397786
GLS2,2,1,270,106,0.19663040989578395
GLS,2,1,270,106,0.19663040989578395
GLT8D2,1,2,269,107,1.0
GLTSCR1L,2,3,268,106,0.6259562380909157
GLTSCR1,6,4,267,102,0.03518694736929783
GLUL,1,2,269,107,1.0
GLYR1,1,2,269,107,1.0
GMFB,1,1,270,107,0.4892574444026434
GMPS,0,2,269,108,1.0
GNA14,1,3,268,107,1.0
GNAI3,3,2,269,105,0.14233564278051095
GNAS,0,3,268,108,0.5610594482397786
GNAZ,3,3,268,105,0.35852494949639074
GNE,2,3,268,106,0.6259562380909157
GNG12,3,0,271,105,0.02267989493900613
GNPAT,2,1,270,106,0.19663040989578395
GNPDA2,2,1,270,106,0.19663040989578395
GNPTAB,0,4,267,108,0.5812942963706285
GOLGA1,1,1,270,107,0.4892574444026434
GOLGA2,2,1,270,106,0.19663040989578395
GOLGA3,2,2,269,106,0.3215416839339265
GOLGA4,1,2,269,107,1.0
GOLGA6L2,0,3,268,108,0.5610594482397786
GOLGA6L6,3,3,268,105,0.35852494949639074
GOLGA6L7P,1,2,269,107,1.0
GOLGA7,6,2,269,102,0.007949338221575309
GOLGA8A,0,3,268,108,0.5610594482397786
GOLGB1,2,4,267,106,1.0
GOLIM4,1,2,269,107,1.0
GOLT1B,7,3,268,101,0.007053548403764879
GOPC,2,2,269,106,0.3215416839339265
GORAB,1,2,269,107,1.0
GOT1,1,5,266,107,0.678962439645028
GP1BA,1,2,269,107,1.0
GPAM,2,2,269,106,0.3215416839339265
GPAT2,5,1,270,103,0.008120222982843388
GPATCH2L,1,5,266,107,0.678962439645028
GPC1,2,1,270,106,0.19663040989578395
GPC2,3,0,271,105,0.02267989493900613
GPC3,0,3,268,108,0.5610594482397786
GPC4,4,1,270,104,0.024641464575757496
GPER1,0,3,268,108,0.5610594482397786
GPI,1,1,270,107,0.4892574444026434
GPLD1,0,2,269,108,1.0
GPM6A,9,10,261,99,0.07090863890058548
GPN1,1,2,269,107,1.0
GPR107,0,3,268,108,0.5610594482397786
GPR112,5,8,263,103,0.531496573945446
GPR123,1,2,269,107,1.0
GPR125,1,5,266,107,0.678962439645028
GPR126,0,6,265,108,0.18922155945846286
GPR128,1,4,267,107,1.0
GPR139,0,2,269,108,1.0
GPR141,0,2,269,108,1.0
GPR142,0,2,269,108,1.0
GPR149,0,3,268,108,0.5610594482397786
GPR160,2,1,270,106,0.19663040989578395
GPR173,3,1,270,105,0.07171913585768795
GPR17,1,2,269,107,1.0
GPR180,2,1,270,106,0.19663040989578395
GPR21,0,2,269,108,1.0
GPR26,0,2,269,108,1.0
GPR35,1,2,269,107,1.0
GPR39,2,0,271,106,0.08066339992462164
GPR52,2,1,270,106,0.19663040989578395
GPR6,2,1,270,106,0.19663040989578395
GPR85,1,2,269,107,1.0
GPR87,2,5,266,106,1.0
GPR88,3,1,270,105,0.07171913585768795
GPR98,0,7,264,108,0.19879473342816242
GPRASP1,2,2,269,106,0.3215416839339265
GPRASP2,2,1,270,106,0.19663040989578395
GPRC6A,0,4,267,108,0.5812942963706285
GPSM2,2,4,267,106,1.0
GPX5,0,2,269,108,1.0
GRB14,1,5,266,107,0.678962439645028
GRB2,3,2,269,105,0.14233564278051095
GRHL1,0,2,269,108,1.0
GRHL2,1,5,266,107,0.678962439645028
GRHL3,6,0,271,102,0.00048373797989167646
GRIA1,2,2,269,106,0.3215416839339265
GRIA2,12,7,264,96,0.0013165840078453895
GRIA3,3,5,266,105,0.6932647096952717
GRIA4,3,6,265,105,0.7183043252302252
GRID2IP,3,3,268,105,0.35852494949639074
GRIK1,3,4,267,105,0.4116721863176548
GRIK2,2,0,271,106,0.08066339992462164
GRIK3,0,2,269,108,1.0
GRIK4,4,1,270,104,0.024641464575757496
GRIN2A,2,1,270,106,0.19663040989578395
GRIP1,0,2,269,108,1.0
GRIP2,1,2,269,107,1.0
GRK4,2,4,267,106,1.0
GRK7,1,2,269,107,1.0
GRM1,4,7,264,104,0.516504611148243
GRM2,2,1,270,106,0.19663040989578395
GRM3,4,1,270,104,0.024641464575757496
GRM4,1,2,269,107,1.0
GRM5,0,5,266,108,0.3272795028353981
GRM7,1,7,264,107,0.4487989896028073
GRM8,4,0,271,104,0.006333481299458567
GRPR,1,2,269,107,1.0
GRSF1,5,2,269,103,0.02193959932865965
GSE1,5,8,263,103,0.531496573945446
GSK3B,0,2,269,108,1.0
GSPT2,2,2,269,106,0.3215416839339265
GSS,0,2,269,108,1.0
GSTM3,0,3,268,108,0.5610594482397786
GSTZ1,0,2,269,108,1.0
GSX2,0,2,269,108,1.0
GTDC1,0,2,269,108,1.0
GTF2A1,0,3,268,108,0.5610594482397786
GTF2F1,2,1,270,106,0.19663040989578395
GTF2F2,2,1,270,106,0.19663040989578395
GTF2H1,1,2,269,107,1.0
GTF2IRD2P1,3,2,269,105,0.14233564278051095
GTF3C1,2,3,268,106,0.6259562380909157
GTF3C4,0,3,268,108,0.5610594482397786
GTPBP10,3,1,270,105,0.07171913585768795
GTPBP4,0,2,269,108,1.0
GUCY2F,2,1,270,106,0.19663040989578395
GVINP1,2,4,267,106,1.0
GXYLT1,4,0,271,104,0.006333481299458567
GYG2,1,3,268,107,1.0
GZMA,1,2,269,107,1.0
GZMK,1,1,270,107,0.4892574444026434
H2AFX,2,1,270,106,0.19663040989578395
H2BFWT,0,2,269,108,1.0
H6PD,0,3,268,108,0.5610594482397786
HABP4,1,1,270,107,0.4892574444026434
HAND2,8,7,264,100,0.04025971145966724
HAPLN3,1,2,269,107,1.0
HARBI1,0,3,268,108,0.5610594482397786
HAS2,13,0,271,95,4.743165902710124e-08
HAUS1,0,2,269,108,1.0
HAUS3,3,2,269,105,0.14233564278051095
HAVCR1,0,2,269,108,1.0
HCFC1,1,2,269,107,1.0
HCN1,4,7,264,104,0.516504611148243
HCRTR2,1,1,270,107,0.4892574444026434
